Index,Lesson Title,English text,Phonetic translation,Original language translation,Audio File Name,Audio URL
375,19 [nineteen] In the kitchen,Are you cooking the soup in this pot?,Tū yā tavyāvara/ pĕnavara sūpa śijavatōsa/ śijavatēsa kā?,तू या तव्यावर / पॅनवर सूप शिजवतोस / शिजवतेस का?,[sound:book2-MR-SOUND-0375.mp3],https://www.book2.nl/book2/MR/SOUND/0375.mp3
376,19 [nineteen] In the kitchen,Are you frying the fish in this pan?,Tū yā tavyāvara/ pĕnavara māsē taḷatōsa/ taḷatēsa kā?,तू या तव्यावर / पॅनवर मासे तळतोस / तळतेस का?,[sound:book2-MR-SOUND-0376.mp3],https://www.book2.nl/book2/MR/SOUND/0376.mp3
377,19 [nineteen] In the kitchen,Are you grilling the vegetables on this grill?,Tū hyā grīlavara bhājyā bhājatōsa/ bhājatēsa kā?,तू ह्या ग्रीलवर भाज्या भाजतोस / भाजतेस का?,[sound:book2-MR-SOUND-0377.mp3],https://www.book2.nl/book2/MR/SOUND/0377.mp3
378,19 [nineteen] In the kitchen,I am setting the table.,Mī mēja lāvatō/ lāvatē.,मी मेज लावतो / लावते.,[sound:book2-MR-SOUND-0378.mp3],https://www.book2.nl/book2/MR/SOUND/0378.mp3
379,19 [nineteen] In the kitchen,"Here are the knives, the forks and the spoons.",Ithē surī – kāṭē āṇi camacē āhēta.,इथे सुरी – काटे आणि चमचे आहेत.,[sound:book2-MR-SOUND-0379.mp3],https://www.book2.nl/book2/MR/SOUND/0379.mp3
380,19 [nineteen] In the kitchen,"Here are the glasses, the plates and the napkins.","Ithē glāsa, tāṭē āṇi rumāla āhēta.","इथे ग्लास, ताटे आणि रुमाल आहेत.",[sound:book2-MR-SOUND-0380.mp3],https://www.book2.nl/book2/MR/SOUND/0380.mp3
381,20 [twenty] Small Talk 1,20 [twenty],20 [Vīsa],२० [वीस],[sound:book2-MR-SOUND-0381.mp3],https://www.book2.nl/book2/MR/SOUND/0381.mp3
382,20 [twenty] Small Talk 1,Small Talk 1,[gappā 1],गप्पा १,[sound:book2-MR-SOUND-0382.mp3],https://www.book2.nl/book2/MR/SOUND/0382.mp3
383,20 [twenty] Small Talk 1,Make yourself comfortable!,ārāmāta basā.,आरामात बसा.,[sound:book2-MR-SOUND-0383.mp3],https://www.book2.nl/book2/MR/SOUND/0383.mp3
384,20 [twenty] Small Talk 1,"Please, feel right at home!",Āpalēca ghara samajā.,आपलेच घर समजा.,[sound:book2-MR-SOUND-0384.mp3],https://www.book2.nl/book2/MR/SOUND/0384.mp3
385,20 [twenty] Small Talk 1,What would you like to drink?,Āpaṇa kāya piṇāra?,आपण काय पिणार?,[sound:book2-MR-SOUND-0385.mp3],https://www.book2.nl/book2/MR/SOUND/0385.mp3
386,20 [twenty] Small Talk 1,Do you like music?,Āpalyālā saṅgīta āvaḍatē kā?,आपल्याला संगीत आवडते का?,[sound:book2-MR-SOUND-0386.mp3],https://www.book2.nl/book2/MR/SOUND/0386.mp3
387,20 [twenty] Small Talk 1,I like classical music.,Malā śāstrīya saṅgīta āvaḍatē.,मला शास्त्रीय संगीत आवडते.,[sound:book2-MR-SOUND-0387.mp3],https://www.book2.nl/book2/MR/SOUND/0387.mp3
388,20 [twenty] Small Talk 1,These are my CD’s.,Hyā mājhyā sīḍī āhēta.,ह्या माझ्या सीडी आहेत.,[sound:book2-MR-SOUND-0388.mp3],https://www.book2.nl/book2/MR/SOUND/0388.mp3
389,20 [twenty] Small Talk 1,Do you play a musical instrument?,Āpaṇa kōṇatē vādya vājavatā kā?,आपण कोणते वाद्य वाजवता का?,[sound:book2-MR-SOUND-0389.mp3],https://www.book2.nl/book2/MR/SOUND/0389.mp3
390,20 [twenty] Small Talk 1,This is my guitar.,Hē mājhē giṭāra āhē.,हे माझे गिटार आहे.,[sound:book2-MR-SOUND-0390.mp3],https://www.book2.nl/book2/MR/SOUND/0390.mp3
391,20 [twenty] Small Talk 1,Do you like to sing?,Āpalyālā gāṇē gāyalā āvaḍatē kā?,आपल्याला गाणे गायला आवडते का?,[sound:book2-MR-SOUND-0391.mp3],https://www.book2.nl/book2/MR/SOUND/0391.mp3
392,20 [twenty] Small Talk 1,Do you have children?,Āpalyālā mulē āhēta kā?,आपल्याला मुले आहेत का?,[sound:book2-MR-SOUND-0392.mp3],https://www.book2.nl/book2/MR/SOUND/0392.mp3
393,20 [twenty] Small Talk 1,Do you have a dog?,Āpalyākaḍē kutrā āhē kā?,आपल्याकडे कुत्रा आहे का?,[sound:book2-MR-SOUND-0393.mp3],https://www.book2.nl/book2/MR/SOUND/0393.mp3
394,20 [twenty] Small Talk 1,Do you have a cat?,Āpalyākaḍē mān̄jara āhē kā?,आपल्याकडे मांजर आहे का?,[sound:book2-MR-SOUND-0394.mp3],https://www.book2.nl/book2/MR/SOUND/0394.mp3
395,20 [twenty] Small Talk 1,These are my books.,Hī mājhī pustakē āhēta.,ही माझी पुस्तके आहेत.,[sound:book2-MR-SOUND-0395.mp3],https://www.book2.nl/book2/MR/SOUND/0395.mp3
396,20 [twenty] Small Talk 1,I am currently reading this book.,Mī sadhyā hē pustaka vācata āhē.,मी सध्या हे पुस्तक वाचत आहे.,[sound:book2-MR-SOUND-0396.mp3],https://www.book2.nl/book2/MR/SOUND/0396.mp3
397,20 [twenty] Small Talk 1,What do you like to read?,Āpalyālā kāya vācāyalā āvaḍatē?,आपल्याला काय वाचायला आवडते?,[sound:book2-MR-SOUND-0397.mp3],https://www.book2.nl/book2/MR/SOUND/0397.mp3
398,20 [twenty] Small Talk 1,Do you like to go to concerts?,Āpalyālā saṅgīta maiphalīlā jāyalā āvaḍatē kā?,आपल्याला संगीत मैफलीला जायला आवडते का?,[sound:book2-MR-SOUND-0398.mp3],https://www.book2.nl/book2/MR/SOUND/0398.mp3
399,20 [twenty] Small Talk 1,Do you like to go to the theatre / theater (am.)?,Āpalyālā nāṭaka pahāyalā/ nāṭakalā jāyalā āvaḍatē kā?,आपल्याला नाटक पहायला / नाटकला जायला आवडते का?,[sound:book2-MR-SOUND-0399.mp3],https://www.book2.nl/book2/MR/SOUND/0399.mp3
400,20 [twenty] Small Talk 1,Do you like to go to the opera?,Āpalyālā saṅgītikēlā jāyalā āvaḍatē kā?,आपल्याला संगीतिकेला जायला आवडते का?,[sound:book2-MR-SOUND-0400.mp3],https://www.book2.nl/book2/MR/SOUND/0400.mp3
401,21 [twenty-one] Small Talk 2,21 [twenty-one],21 [Ēkavīsa],२१ [एकवीस],[sound:book2-MR-SOUND-0401.mp3],https://www.book2.nl/book2/MR/SOUND/0401.mp3
402,21 [twenty-one] Small Talk 2,Small Talk 2,[gappā 2],गप्पा २,[sound:book2-MR-SOUND-0402.mp3],https://www.book2.nl/book2/MR/SOUND/0402.mp3
403,21 [twenty-one] Small Talk 2,Where do you come from?,āpaṇa kuṭhūna ālā āhāta?,आपण कुठून आला आहात?,[sound:book2-MR-SOUND-0403.mp3],https://www.book2.nl/book2/MR/SOUND/0403.mp3
404,21 [twenty-one] Small Talk 2,From Basel.,Bājhēlahūna.,बाझेलहून.,[sound:book2-MR-SOUND-0404.mp3],https://www.book2.nl/book2/MR/SOUND/0404.mp3
405,21 [twenty-one] Small Talk 2,Basel is in Switzerland.,Bājhēla svitjharalĕnḍamadhyē āhē.,बाझेल स्वित्झरलॅन्डमध्ये आहे.,[sound:book2-MR-SOUND-0405.mp3],https://www.book2.nl/book2/MR/SOUND/0405.mp3
406,21 [twenty-one] Small Talk 2,May I introduce Mr. Miller?,Mī āpalyālā śrīmāna myulara yān̄cī ōḷakha karūna dētō.,मी आपल्याला श्रीमान म्युलर यांची ओळख करून देतो.,[sound:book2-MR-SOUND-0406.mp3],https://www.book2.nl/book2/MR/SOUND/0406.mp3
407,21 [twenty-one] Small Talk 2,He is a foreigner.,Tē vidēśī āhēta.,ते विदेशी आहेत.,[sound:book2-MR-SOUND-0407.mp3],https://www.book2.nl/book2/MR/SOUND/0407.mp3
408,21 [twenty-one] Small Talk 2,He speaks several languages.,Tē anēka bhāṣā bōlū śakatāta.,ते अनेक भाषा बोलू शकतात.,[sound:book2-MR-SOUND-0408.mp3],https://www.book2.nl/book2/MR/SOUND/0408.mp3
409,21 [twenty-one] Small Talk 2,Are you here for the first time?,Āpaṇa ithē prathamaca ālā āhāta kā?,आपण इथे प्रथमच आला आहात का?,[sound:book2-MR-SOUND-0409.mp3],https://www.book2.nl/book2/MR/SOUND/0409.mp3
410,21 [twenty-one] Small Talk 2,"No, I was here once last year.","Nāhī, mī māgacyā varṣī ēkadā ithē ālō hōtō. / Ālē hōtē.","नाही, मी मागच्या वर्षी एकदा इथे आलो होतो. / आले होते.",[sound:book2-MR-SOUND-0410.mp3],https://www.book2.nl/book2/MR/SOUND/0410.mp3
411,21 [twenty-one] Small Talk 2,"Only for a week, though.",Paṇa phakta ēkā āṭhavaḍyāsāṭhī.,पण फक्त एका आठवड्यासाठी.,[sound:book2-MR-SOUND-0411.mp3],https://www.book2.nl/book2/MR/SOUND/0411.mp3
412,21 [twenty-one] Small Talk 2,How do you like it here?,Āpalyālā ithē kasē vāṭalē?,आपल्याला इथे कसे वाटले?,[sound:book2-MR-SOUND-0412.mp3],https://www.book2.nl/book2/MR/SOUND/0412.mp3
413,21 [twenty-one] Small Talk 2,A lot. The people are nice.,"Khūpa cāṅgalē, lōka khūpaca cāṅgalē āhēta.","खूप चांगले, लोक खूपच चांगले आहेत.",[sound:book2-MR-SOUND-0413.mp3],https://www.book2.nl/book2/MR/SOUND/0413.mp3
414,21 [twenty-one] Small Talk 2,"And I like the scenery, too.",Malā ithalā ājūbājūcā parisarahī āvaḍatō.,मला इथला आजूबाजूचा परिसरही आवडतो.,[sound:book2-MR-SOUND-0414.mp3],https://www.book2.nl/book2/MR/SOUND/0414.mp3
415,21 [twenty-one] Small Talk 2,What is your profession?,Āpalā vyavasāya kāya āhē?,आपला व्यवसाय काय आहे?,[sound:book2-MR-SOUND-0415.mp3],https://www.book2.nl/book2/MR/SOUND/0415.mp3
416,21 [twenty-one] Small Talk 2,I am a translator.,Mī ēka anuvādaka āhē.,मी एक अनुवादक आहे.,[sound:book2-MR-SOUND-0416.mp3],https://www.book2.nl/book2/MR/SOUND/0416.mp3
417,21 [twenty-one] Small Talk 2,I translate books.,Mī pustakān̄cā anuvāda karatō. / Karatē.,मी पुस्तकांचा अनुवाद करतो. / करते.,[sound:book2-MR-SOUND-0417.mp3],https://www.book2.nl/book2/MR/SOUND/0417.mp3
418,21 [twenty-one] Small Talk 2,Are you alone here?,Āpaṇa ithē ēkaṭēca/ ēkaṭyāca āhāta kā?,आपण इथे एकटेच / एकट्याच आहात का?,[sound:book2-MR-SOUND-0418.mp3],https://www.book2.nl/book2/MR/SOUND/0418.mp3
419,21 [twenty-one] Small Talk 2,"No, my wife / my husband is also here.","Nāhī, mājhī patnīpaṇa ithē āhē. / Mājhē patīpaṇa ithē āhēta.","नाही, माझी पत्नीपण इथे आहे. / माझे पतीपण इथे आहेत.",[sound:book2-MR-SOUND-0419.mp3],https://www.book2.nl/book2/MR/SOUND/0419.mp3
420,21 [twenty-one] Small Talk 2,And those are my two children.,Āṇi tī mājhī dōna mulē āhēta.,आणि ती माझी दोन मुले आहेत.,[sound:book2-MR-SOUND-0420.mp3],https://www.book2.nl/book2/MR/SOUND/0420.mp3
421,22 [twenty-two] Small Talk 3,22 [twenty-two],22 [Bāvīsa],२२ [बावीस],[sound:book2-MR-SOUND-0421.mp3],https://www.book2.nl/book2/MR/SOUND/0421.mp3
422,22 [twenty-two] Small Talk 3,Small Talk 3,[gappā 3],गप्पा ३,[sound:book2-MR-SOUND-0422.mp3],https://www.book2.nl/book2/MR/SOUND/0422.mp3
423,22 [twenty-two] Small Talk 3,Do you smoke?,āpaṇa dhūmrapāna karatā kā?,आपण धूम्रपान करता का?,[sound:book2-MR-SOUND-0423.mp3],https://www.book2.nl/book2/MR/SOUND/0423.mp3
424,22 [twenty-two] Small Talk 3,I used to.,Agōdara karata hōtō. / Hōtē.,अगोदर करत होतो. / होते.,[sound:book2-MR-SOUND-0424.mp3],https://www.book2.nl/book2/MR/SOUND/0424.mp3
425,22 [twenty-two] Small Talk 3,But I don’t smoke anymore.,Paṇa āttā mī dhūmrapāna karata nāhī.,पण आत्ता मी धूम्रपान करत नाही.,[sound:book2-MR-SOUND-0425.mp3],https://www.book2.nl/book2/MR/SOUND/0425.mp3
426,22 [twenty-two] Small Talk 3,Does it disturb you if I smoke?,Mī sigārēṭa ōḍhalī tara cālēla kā? Āpalyālā trāsa hō'īla kā?,मी सिगारेट ओढली तर चालेल का? आपल्याला त्रास होईल का?,[sound:book2-MR-SOUND-0426.mp3],https://www.book2.nl/book2/MR/SOUND/0426.mp3
427,22 [twenty-two] Small Talk 3,"No, absolutely not.","Nāhī, khacitaca nāhī.","नाही, खचितच नाही.",[sound:book2-MR-SOUND-0427.mp3],https://www.book2.nl/book2/MR/SOUND/0427.mp3
428,22 [twenty-two] Small Talk 3,It doesn’t disturb me.,Malā trāsa nāhī hōṇāra. / Malā cālēla.,मला त्रास नाही होणार. / मला चालेल.,[sound:book2-MR-SOUND-0428.mp3],https://www.book2.nl/book2/MR/SOUND/0428.mp3
429,22 [twenty-two] Small Talk 3,Will you drink something?,Āpaṇa kāhī piṇāra kā?,आपण काही पिणार का?,[sound:book2-MR-SOUND-0429.mp3],https://www.book2.nl/book2/MR/SOUND/0429.mp3
430,22 [twenty-two] Small Talk 3,A brandy?,Brĕnḍī?,ब्रॅन्डी?,[sound:book2-MR-SOUND-0430.mp3],https://www.book2.nl/book2/MR/SOUND/0430.mp3
431,22 [twenty-two] Small Talk 3,"No, preferably a beer.","Nāhī, śakya asēla tara ēka bīyara cālēla.","नाही, शक्य असेल तर एक बीयर चालेल.",[sound:book2-MR-SOUND-0431.mp3],https://www.book2.nl/book2/MR/SOUND/0431.mp3
432,22 [twenty-two] Small Talk 3,Do you travel a lot?,Āpaṇa khūpa phiratīvara asatā kā?,आपण खूप फिरतीवर असता का?,[sound:book2-MR-SOUND-0432.mp3],https://www.book2.nl/book2/MR/SOUND/0432.mp3
433,22 [twenty-two] Small Talk 3,"Yes, mostly on business trips.","Hō, bahutēka vyavasāyānimitta.","हो, बहुतेक व्यवसायानिमित्त.",[sound:book2-MR-SOUND-0433.mp3],https://www.book2.nl/book2/MR/SOUND/0433.mp3
434,22 [twenty-two] Small Talk 3,But now we’re on holiday.,Paṇa āttā āmhī suṭṭīvara ālō āhōta.,पण आत्ता आम्ही सुट्टीवर आलो आहोत.,[sound:book2-MR-SOUND-0434.mp3],https://www.book2.nl/book2/MR/SOUND/0434.mp3
435,22 [twenty-two] Small Talk 3,It’s so hot!,Khūpaca garamī āhē!,खूपच गरमी आहे!,[sound:book2-MR-SOUND-0435.mp3],https://www.book2.nl/book2/MR/SOUND/0435.mp3
436,22 [twenty-two] Small Talk 3,"Yes, today it’s really hot.","Hō, āja khūpaca garamī āhē.","हो, आज खूपच गरमी आहे.",[sound:book2-MR-SOUND-0436.mp3],https://www.book2.nl/book2/MR/SOUND/0436.mp3
437,22 [twenty-two] Small Talk 3,Let’s go to the balcony.,"Calā, bālkanīta jā'ū yā.","चला, बाल्कनीत जाऊ या.",[sound:book2-MR-SOUND-0437.mp3],https://www.book2.nl/book2/MR/SOUND/0437.mp3
438,22 [twenty-two] Small Talk 3,There’s a party here tomorrow.,Udyā ithē ēka pārṭī āhē.,उद्या इथे एक पार्टी आहे.,[sound:book2-MR-SOUND-0438.mp3],https://www.book2.nl/book2/MR/SOUND/0438.mp3
439,22 [twenty-two] Small Talk 3,Are you also coming?,Āpaṇapaṇa yēṇāra kā?,आपणपण येणार का?,[sound:book2-MR-SOUND-0439.mp3],https://www.book2.nl/book2/MR/SOUND/0439.mp3
440,22 [twenty-two] Small Talk 3,"Yes, we’ve also been invited.","Hō, āmhānlā paṇa nimantraṇa āhē.","हो, आम्हांला पण निमंत्रण आहे.",[sound:book2-MR-SOUND-0440.mp3],https://www.book2.nl/book2/MR/SOUND/0440.mp3
441,23 [twenty-three] Learning foreign languages,23 [twenty-three],23 [Tēvīsa],२३ [तेवीस],[sound:book2-MR-SOUND-0441.mp3],https://www.book2.nl/book2/MR/SOUND/0441.mp3
442,23 [twenty-three] Learning foreign languages,Learning foreign languages,[vidēśī bhāṣā śikaṇē],विदेशी भाषा शिकणे,[sound:book2-MR-SOUND-0442.mp3],https://www.book2.nl/book2/MR/SOUND/0442.mp3
443,23 [twenty-three] Learning foreign languages,Where did you learn Spanish?,āpaṇa spĕnīśa kuṭhē śikalāta?,आपण स्पॅनीश कुठे शिकलात?,[sound:book2-MR-SOUND-0443.mp3],https://www.book2.nl/book2/MR/SOUND/0443.mp3
444,23 [twenty-three] Learning foreign languages,Can you also speak Portuguese?,Āpaṇa pōrtugījapaṇa bōlatā kā?,आपण पोर्तुगीजपण बोलता का?,[sound:book2-MR-SOUND-0444.mp3],https://www.book2.nl/book2/MR/SOUND/0444.mp3
445,23 [twenty-three] Learning foreign languages,"Yes, and I also speak some Italian.","Hō, āṇi mī thōḍī iṭālīyanapaṇa bōlatō. / Bōlatē.","हो, आणि मी थोडी इटालीयनपण बोलतो. / बोलते.",[sound:book2-MR-SOUND-0445.mp3],https://www.book2.nl/book2/MR/SOUND/0445.mp3
446,23 [twenty-three] Learning foreign languages,I think you speak very well.,Malā vāṭatē āpaṇa khūpa cāṅgalē/ cāṅgalyā bōlatā.,मला वाटते आपण खूप चांगले / चांगल्या बोलता.,[sound:book2-MR-SOUND-0446.mp3],https://www.book2.nl/book2/MR/SOUND/0446.mp3
447,23 [twenty-three] Learning foreign languages,The languages are quite similar.,Hyā bhāṣā khūpaca ēkasārakhyā āhēta.,ह्या भाषा खूपच एकसारख्या आहेत.,[sound:book2-MR-SOUND-0447.mp3],https://www.book2.nl/book2/MR/SOUND/0447.mp3
448,23 [twenty-three] Learning foreign languages,I can understand them well.,Mī tyā cāṅgalyāprakārē samajū śakatō. / Śakatē.,मी त्या चांगल्याप्रकारे समजू शकतो. / शकते.,[sound:book2-MR-SOUND-0448.mp3],https://www.book2.nl/book2/MR/SOUND/0448.mp3
449,23 [twenty-three] Learning foreign languages,But speaking and writing is difficult.,Paṇa bōlāyalā āṇi lihāyalā kaṭhīṇa āhēta.,पण बोलायला आणि लिहायला कठीण आहेत.,[sound:book2-MR-SOUND-0449.mp3],https://www.book2.nl/book2/MR/SOUND/0449.mp3
450,23 [twenty-three] Learning foreign languages,I still make many mistakes.,Mī ajūnahī khūpa cukā karatō. / Karatē.,मी अजूनही खूप चुका करतो. / करते.,[sound:book2-MR-SOUND-0450.mp3],https://www.book2.nl/book2/MR/SOUND/0450.mp3
451,23 [twenty-three] Learning foreign languages,Please correct me each time.,Kr̥payā pratyēkavēḷī mājhyā cukā durūsta karā.,कृपया प्रत्येकवेळी माझ्या चुका दुरूस्त करा.,[sound:book2-MR-SOUND-0451.mp3],https://www.book2.nl/book2/MR/SOUND/0451.mp3
452,23 [twenty-three] Learning foreign languages,Your pronunciation is very good.,Āpalē uccāra agadī svaccha/ spaṣṭa āhēta.,आपले उच्चार अगदी स्वच्छ / स्पष्ट आहेत.,[sound:book2-MR-SOUND-0452.mp3],https://www.book2.nl/book2/MR/SOUND/0452.mp3
453,23 [twenty-three] Learning foreign languages,You only have a slight accent.,Āpalī bōlaṇyācī ḍhaba/ dhāṭaṇī jarāśī vēgaḷī āhē.,आपली बोलण्याची ढब / धाटणी जराशी वेगळी आहे.,[sound:book2-MR-SOUND-0453.mp3],https://www.book2.nl/book2/MR/SOUND/0453.mp3
454,23 [twenty-three] Learning foreign languages,One can tell where you come from.,Āpaṇa kuṭhūna ālāta tē kōṇīhī ōḷakhū śakatō.,आपण कुठून आलात ते कोणीही ओळखू शकतो.,[sound:book2-MR-SOUND-0454.mp3],https://www.book2.nl/book2/MR/SOUND/0454.mp3
455,23 [twenty-three] Learning foreign languages,What is your mother tongue / native language (am.)?,Āpalī mātr̥bhāṣā kōṇatī āhē?,आपली मातृभाषा कोणती आहे?,[sound:book2-MR-SOUND-0455.mp3],https://www.book2.nl/book2/MR/SOUND/0455.mp3
456,23 [twenty-three] Learning foreign languages,Are you taking a language course?,Āpaṇa bhāṣēcā abhyāsakrama śikatā kā?,आपण भाषेचा अभ्यासक्रम शिकता का?,[sound:book2-MR-SOUND-0456.mp3],https://www.book2.nl/book2/MR/SOUND/0456.mp3
457,23 [twenty-three] Learning foreign languages,Which textbook are you using?,Āpaṇa kōṇatē pustaka vāparatā?,आपण कोणते पुस्तक वापरता?,[sound:book2-MR-SOUND-0457.mp3],https://www.book2.nl/book2/MR/SOUND/0457.mp3
458,23 [twenty-three] Learning foreign languages,I don’t remember the name right now.,Malā āttā tyācē nāva āṭhavata nāhī.,मला आत्ता त्याचे नाव आठवत नाही.,[sound:book2-MR-SOUND-0458.mp3],https://www.book2.nl/book2/MR/SOUND/0458.mp3
459,23 [twenty-three] Learning foreign languages,The title is not coming to me.,Tyācē śīrṣaka malā āṭhavata nāhī.,त्याचे शीर्षक मला आठवत नाही.,[sound:book2-MR-SOUND-0459.mp3],https://www.book2.nl/book2/MR/SOUND/0459.mp3
460,23 [twenty-three] Learning foreign languages,I’ve forgotten it.,Mī visarūna gēlō/ gēlē āhē.,मी विसरून गेलो / गेले आहे.,[sound:book2-MR-SOUND-0460.mp3],https://www.book2.nl/book2/MR/SOUND/0460.mp3
461,24 [twenty-four] Appointment,24 [twenty-four],24 [Cōvīsa],२४ [चोवीस],[sound:book2-MR-SOUND-0461.mp3],https://www.book2.nl/book2/MR/SOUND/0461.mp3
462,24 [twenty-four] Appointment,Appointment,[bhēṭa],भेट,[sound:book2-MR-SOUND-0462.mp3],https://www.book2.nl/book2/MR/SOUND/0462.mp3
463,24 [twenty-four] Appointment,Did you miss the bus?,tujhī basa cukalī kā?,तुझी बस चुकली का?,[sound:book2-MR-SOUND-0463.mp3],https://www.book2.nl/book2/MR/SOUND/0463.mp3
464,24 [twenty-four] Appointment,I waited for you for half an hour.,Mī ardhā tāsa tujhī vāṭa baghitalī.,मी अर्धा तास तुझी वाट बघितली.,[sound:book2-MR-SOUND-0464.mp3],https://www.book2.nl/book2/MR/SOUND/0464.mp3
465,24 [twenty-four] Appointment,Don’t you have a mobile / cell phone (am.) with you?,Tujhyākaḍē mōbā'īla phōna nāhī kā?,तुझ्याकडे मोबाईल फोन नाही का?,[sound:book2-MR-SOUND-0465.mp3],https://www.book2.nl/book2/MR/SOUND/0465.mp3
466,24 [twenty-four] Appointment,Be punctual next time!,Puḍhacyā vēḷī vēḷēvara yē.,पुढच्या वेळी वेळेवर ये.,[sound:book2-MR-SOUND-0466.mp3],https://www.book2.nl/book2/MR/SOUND/0466.mp3
467,24 [twenty-four] Appointment,Take a taxi next time!,Puḍhacyā vēḷī ṭĕksī karūna yē.,पुढच्या वेळी टॅक्सी करून ये.,[sound:book2-MR-SOUND-0467.mp3],https://www.book2.nl/book2/MR/SOUND/0467.mp3
468,24 [twenty-four] Appointment,Take an umbrella with you next time!,Puḍhacyā vēḷī svataḥsōbata ēka chatrī ghē'ūna yē.,पुढच्या वेळी स्वतःसोबत एक छत्री घेऊन ये.,[sound:book2-MR-SOUND-0468.mp3],https://www.book2.nl/book2/MR/SOUND/0468.mp3
469,24 [twenty-four] Appointment,I have the day off tomorrow.,Udyā mājhī suṭṭī āhē.,उद्या माझी सुट्टी आहे.,[sound:book2-MR-SOUND-0469.mp3],https://www.book2.nl/book2/MR/SOUND/0469.mp3
470,24 [twenty-four] Appointment,Shall we meet tomorrow?,Āpaṇa udyā bhēṭāyacē kā?,आपण उद्या भेटायचे का?,[sound:book2-MR-SOUND-0470.mp3],https://www.book2.nl/book2/MR/SOUND/0470.mp3
471,24 [twenty-four] Appointment,"I’m sorry, I can’t make it tomorrow.","Māpha karā, malā udyā yāyalā jamaṇāra nāhī.","माफ करा, मला उद्या यायला जमणार नाही.",[sound:book2-MR-SOUND-0471.mp3],https://www.book2.nl/book2/MR/SOUND/0471.mp3
472,24 [twenty-four] Appointment,Do you already have plans for this weekend?,Yētyā śanivāra-ravivārī tū ādhīca kāhī kāryakrama ṭharavilē āhēsa kā?,येत्या शनिवार-रविवारी तू आधीच काही कार्यक्रम ठरविले आहेस का?,[sound:book2-MR-SOUND-0472.mp3],https://www.book2.nl/book2/MR/SOUND/0472.mp3
473,24 [twenty-four] Appointment,Or do you already have an appointment?,Kinvā dusa-yā kōṇālā bhēṭāyacē tujhē ādhīca ṭharalē āhē kā?,किंवा दुस-या कोणाला भेटायचे तुझे आधीच ठरले आहे का?,[sound:book2-MR-SOUND-0473.mp3],https://www.book2.nl/book2/MR/SOUND/0473.mp3
474,24 [twenty-four] Appointment,I suggest that we meet on the weekend.,"Malā sucavāyacē āhē kī, āpaṇa āṭhavaḍyācyā akhērīsa bhēṭū yā.","मला सुचवायचे आहे की, आपण आठवड्याच्या अखेरीस भेटू या.",[sound:book2-MR-SOUND-0474.mp3],https://www.book2.nl/book2/MR/SOUND/0474.mp3
475,24 [twenty-four] Appointment,Shall we have a picnic?,Āpaṇa pikanikalā jā'ū yā kā?,आपण पिकनिकला जाऊ या का?,[sound:book2-MR-SOUND-0475.mp3],https://www.book2.nl/book2/MR/SOUND/0475.mp3
476,24 [twenty-four] Appointment,Shall we go to the beach?,Āpaṇa samudrakinārī jā'ū yā kā?,आपण समुद्रकिनारी जाऊ या का?,[sound:book2-MR-SOUND-0476.mp3],https://www.book2.nl/book2/MR/SOUND/0476.mp3
477,24 [twenty-four] Appointment,Shall we go to the mountains?,Āpaṇa parvatāvara jā'ū yā kā?,आपण पर्वतावर जाऊ या का?,[sound:book2-MR-SOUND-0477.mp3],https://www.book2.nl/book2/MR/SOUND/0477.mp3
478,24 [twenty-four] Appointment,I will pick you up at the office.,Mī tulā kāryālayāhūna ghē'ūna jā'īna.,मी तुला कार्यालयाहून घेऊन जाईन.,[sound:book2-MR-SOUND-0478.mp3],https://www.book2.nl/book2/MR/SOUND/0478.mp3
479,24 [twenty-four] Appointment,I will pick you up at home.,Mī tulā n'yāyalā gharī yē'īna.,मी तुला न्यायला घरी येईन.,[sound:book2-MR-SOUND-0479.mp3],https://www.book2.nl/book2/MR/SOUND/0479.mp3
480,24 [twenty-four] Appointment,I will pick you up at the bus stop.,Mī tulā basa thāmbyāvarūna ghē'ūna jā'īna.,मी तुला बस थांब्यावरून घेऊन जाईन.,[sound:book2-MR-SOUND-0480.mp3],https://www.book2.nl/book2/MR/SOUND/0480.mp3
481,25 [twenty-five] In the city,25 [twenty-five],25 [Pan̄cavīsa],२५ [पंचवीस],[sound:book2-MR-SOUND-0481.mp3],https://www.book2.nl/book2/MR/SOUND/0481.mp3
482,25 [twenty-five] In the city,In the city,[śaharāta],शहरात,[sound:book2-MR-SOUND-0482.mp3],https://www.book2.nl/book2/MR/SOUND/0482.mp3
483,25 [twenty-five] In the city,I would like to go to the station.,malā sṭēśanalā jāyacē āhē.,मला स्टेशनला जायचे आहे.,[sound:book2-MR-SOUND-0483.mp3],https://www.book2.nl/book2/MR/SOUND/0483.mp3
484,25 [twenty-five] In the city,I would like to go to the airport.,Malā vimānataḷāvara jāyacē āhē.,मला विमानतळावर जायचे आहे.,[sound:book2-MR-SOUND-0484.mp3],https://www.book2.nl/book2/MR/SOUND/0484.mp3
485,25 [twenty-five] In the city,I would like to go to the city centre / center (am.).,Malā śaharācyā madhyavartī ṭhikāṇī jāyacē āhē.,मला शहराच्या मध्यवर्ती ठिकाणी जायचे आहे.,[sound:book2-MR-SOUND-0485.mp3],https://www.book2.nl/book2/MR/SOUND/0485.mp3
